title,phone,address
Café Hollander Tosa Village,(414) 475-6771,"7677 W State StWauwatosa, WI 53213"
Swayz Restaurant,(414) 486-1380,"4048 S Packard AveSaint Francis, WI 53235"
Dave & Buster's Wauwatosa,(414) 454-0100,"2201 N Mayfair RdWauwatosa, WI 53226"
El Beso,(414) 817-0362,"5030 S 74th StGreenfield, WI 53220"
BelAir Cantina,(414) 988-8533,"6817 W North AveWauwatosa, WI 53213"
Panera Bread,(414) 281-9999,"7840 W Layton AveGreenfield, WI 53220"
China Max,(414) 855-0888,"5300 S 76th StGreendale, WI 53129"
The Cheesecake Factory,(414) 906-8550,"5799 N Bayshore DrGlendale, WI 53217"
Chuck E. Cheese,(414) 546-3600,"2990 S 108th StWest Allis, WI 53227"
Applebee's,(414) 423-8013,"5100 S 76th StGreendale, WI 53129"
Sala,(414) 964-2611,Serving theMilwaukee Area
Denny's,(412) 668-4510,"11155 W North AveWauwatosa, WI 53226"
Ristorante Bartolotta dal 1993,(414) 771-7910,"7616 W State StWauwatosa, WI 53213"
Pitch's Lounge & Restaurant,(414) 272-9313,Serving theMilwaukee Area
Capitol Cafe' Pancake House & Grecian Inn,(262) 781-6333,"14375 W Capitol DrBrookfield, WI 53005"
Bonefish Grill,(262) 797-0166,"18355 W Bluemound RdBrookfield, WI 53045"
Texas Roadhouse,(262) 784-7427,"15425 W Rock Ridge RdNew Berlin, WI 53151"
Parkside 23,(262) 784-7275,"2300 Pilgrim Square DrBrookfield, WI 53005"
That's Amore,(414) 425-7150,"5080 S 108th StHales Corners, WI 53130"
Bel'gustos,(262) 784-7474,"3648 S Moorland RdNew Berlin, WI 53151"
TGI Fridays,(262) 641-9215,"17430 W Bluemound RdBrookfield, WI 53045"
Silver Spur,(262) 821-1511,"13275 Watertown Plank RdElm Grove, WI 53122"
Melrose,(414) 761-3000,"6840 S 27th StOak Creek, WI 53154"
Ferch's Malt Shoppe & Grille,(414) 423-1414,"5636 Broad StGreendale, WI 53129"
Maxim's Restaurant,(262) 783-4501,"18025 W Capitol DrBrookfield, WI 53045"
Paisano's Italian Restaurant,(414) 856-9020,"113 N Chicago AveSouth Milwaukee, WI 53172"
Double Dragon of West Allis,(414) 541-9133,"3411 S 108th StWest Allis, WI 53227"
Coast A Zilli Restaurant,(414) 727-5555,Serving theMilwaukee Area
Panera Bread,(414) 831-7777,"2500 N Mayfair RdWauwatosa, WI 53226"
Glass Nickel Pizza Co,(262) 782-8000,"13175 W Bluemound RdBrookfield, WI 53005"
Café Hollander Tosa Village,(414) 475-6771,"7677 W State StWauwatosa, WI 53213"
Swayz Restaurant,(414) 486-1380,"4048 S Packard AveSaint Francis, WI 53235"
O'Sullivan's Public House,(262) 784-1656,"12525 W North AveBrookfield, WI 53005"
Dave & Buster's Wauwatosa,(414) 454-0100,"2201 N Mayfair RdWauwatosa, WI 53226"
El Beso,(414) 817-0362,"5030 S 74th StGreenfield, WI 53220"
BelAir Cantina,(414) 988-8533,"6817 W North AveWauwatosa, WI 53213"
Panera Bread,(414) 281-9999,"7840 W Layton AveGreenfield, WI 53220"
China Max,(414) 855-0888,"5300 S 76th StGreendale, WI 53129"
Snarley's,(414) 764-4540,"1400 Missouri AveSouth Milwaukee, WI 53172"
Klasiana Pizza,(414) 421-0000,"5487 S 76th StGreendale, WI 53129"
Noodles & Company,(414) 462-0432,"12132 W Capitol DrWauwatosa, WI 53222"
The Cheesecake Factory,(414) 906-8550,"5799 N Bayshore DrGlendale, WI 53217"
Peach Garden Restaurant,(262) 797-8899,"2325 N 124th StBrookfield, WI 53005"
Chuck E. Cheese,(414) 546-3600,"2990 S 108th StWest Allis, WI 53227"
Applebee's,(414) 423-8013,"5100 S 76th StGreendale, WI 53129"
Sala,(414) 964-2611,Serving theMilwaukee Area
Denny's,(412) 668-4510,"11155 W North AveWauwatosa, WI 53226"
Ristorante Bartolotta dal 1993,(414) 771-7910,"7616 W State StWauwatosa, WI 53213"
Pitch's Lounge & Restaurant,(414) 272-9313,Serving theMilwaukee Area
Capitol Cafe' Pancake House & Grecian Inn,(262) 781-6333,"14375 W Capitol DrBrookfield, WI 53005"
Bonefish Grill,(262) 797-0166,"18355 W Bluemound RdBrookfield, WI 53045"
Texas Roadhouse,(262) 784-7427,"15425 W Rock Ridge RdNew Berlin, WI 53151"
Parkside 23,(262) 784-7275,"2300 Pilgrim Square DrBrookfield, WI 53005"
That's Amore,(414) 425-7150,"5080 S 108th StHales Corners, WI 53130"
Bel'gustos,(262) 784-7474,"3648 S Moorland RdNew Berlin, WI 53151"
Indian Buffet,(414) 425-2000,"7107 S 76th StFranklin, WI 53132"
Pizza Vino,(262) 783-8909,"17495 W Capitol DrBrookfield, WI 53045"
Yamato Sushi House,(262) 784-8383,"12900 W Bluemound RdElm Grove, WI 53122"
Sandra's on the Park,(414) 235-8889,"10049 W Forest Home AveHales Corners, WI 53130"
Champps Americana,(262) 797-6600,"1240 S Moorland RdBrookfield, WI 53005"
Denny's,(414) 209-8144,"4695 S 108th StGreenfield, WI 53228"
Sweet Basil,(414) 301-4126,"6509 S 27th St Ste BFranklin, WI 53132"
The Red Mill Inn & Pizza,(262) 599-8900,"1005 S Elm Grove RdBrookfield, WI 53005"
Teriyaki Madness,(414) 763-7190,"12345 W Capitol DrWauwatosa, WI 53222"
Texas Roadhouse,(414) 676-2022,"1489 Broadwick PlaceOak Creek, WI 53154"
Lou Malnati's Pizzeria - Carry Out,(414) 446-3500,"8799 N Port Washington RdFox Point, WI 53217"
First Watch,(414) 409-1414,"120 W Town Square Way Ste 200Oak Creek, WI 53154"
Teriyaki Madness,(414) 377-8050,"5730 S 108th StHales Corners, WI 53130"
Bar Louie,(262) 505-6319,"95 N Moorland RdBrookfield, WI 53005"
Bravo! Italian Kitchen,(262) 785-0858,"95 N Moorland RdBrookfield, WI 53005"
Outback Steakhouse,(262) 796-9580,"295 S Moorland RdBrookfield, WI 53005"
Teriyaki Madness,(262) 505-5959,"920 S Moorland Rd Ste 300Brookfield, WI 53005"
Lou Malnati's Pizzeria,(414) 260-0800,"8171 S Howell AveOak Creek, WI 53154"
Wonita Sushi Seafood and Bar,(262) 785-2779,"1260 S Moorland RdBrookfield, WI 53005"
Lou Malnati's Pizzeria,(414) 930-4500,"15795 W Bluemound RdBrookfield, WI 53005"
Texas Roadhouse,(414) 676-2022,"1489 W Broadwick PlOak Creek, WI 53154"
Sunny Side Up Cafe New Berlin,(262) 505-5121,"15744 W National AveNew Berlin, WI 53151"
Carrabba's Italian Grill,(262) 797-2548,"18375 W Bluemound RdBrookfield, WI 53045"
Bullwinkles at the Galleria,(262) 782-8670,"18900 W Bluemound Rd Ste 100Brookfield, WI 53045"
Golden Fortune,(262) 505-6028,"19035 W Bluemound RdBrookfield, WI 53045"
Mimosa,(414) 574-5132,"275 Regency CtBrookfield, WI 53045"
Milk Can Diner,(608) 729-6671,"5636 Broad StGreendale, WI 53129"
Stummys Burger and Deli,(414) 761-0425,"6508 S 27th St Ste 3Oak Creek, WI 53154"
Oyagi Asian Bistro,(414) 761-7788,"6509 S 27th StFranklin, WI 53132"
Kouyou,(262) 789-8383,"12900 W Bluemound RdElm Grove, WI 53122"
Champps Americana,(262) 797-6600,"1240 S Moorland RdBrookfield, WI 53005"
Texas Roadhouse,(414) 676-2022,"1489 Broadwick PlaceOak Creek, WI 53154"
Lou Malnati's Pizzeria - Carry Out,(414) 446-3500,"8799 N Port Washington RdFox Point, WI 53217"
First Watch,(414) 409-1414,"120 W Town Square Way Ste 200Oak Creek, WI 53154"
Teriyaki Madness,(414) 377-8050,"5730 S 108th StHales Corners, WI 53130"
Bar Louie,(262) 505-6319,"95 N Moorland RdBrookfield, WI 53005"
Bravo! Italian Kitchen,(262) 785-0858,"95 N Moorland RdBrookfield, WI 53005"
Outback Steakhouse,(262) 796-9580,"295 S Moorland RdBrookfield, WI 53005"
Teriyaki Madness,(262) 505-5959,"920 S Moorland Rd Ste 300Brookfield, WI 53005"
Lou Malnati's Pizzeria,(414) 260-0800,"8171 S Howell AveOak Creek, WI 53154"
Wonita Sushi Seafood and Bar,(262) 785-2779,"1260 S Moorland RdBrookfield, WI 53005"
Lou Malnati's Pizzeria,(414) 930-4500,"15795 W Bluemound RdBrookfield, WI 53005"
Texas Roadhouse,(414) 676-2022,"1489 W Broadwick PlOak Creek, WI 53154"
Sunny Side Up Cafe New Berlin,(262) 505-5121,"15744 W National AveNew Berlin, WI 53151"
Carrabba's Italian Grill,(262) 797-2548,"18375 W Bluemound RdBrookfield, WI 53045"
Bullwinkles at the Galleria,(262) 782-8670,"18900 W Bluemound Rd Ste 100Brookfield, WI 53045"
Golden Fortune,(262) 505-6028,"19035 W Bluemound RdBrookfield, WI 53045"
Mimosa,(414) 574-5132,"275 Regency CtBrookfield, WI 53045"
Brunch,(262) 202-8678,"18885 W Capitol Dr Ste 103Brookfield, WI 53045"
Top's Carry Out,(414) 425-0607,"3027 W Minnesota AveFranklin, WI 53132"
Tanpopo Ramen & Sushi Restaurant,(414) 525-2266,"5191 S 108th StHales Corners, WI 53130"
"The Traditional Pancake House Restaurant, Inc",(414) 421-7987,"10049 W Forest Home AveHales Corners, WI 53130"
Lee's Cleveland Bar & Grill,(262) 754-5337,"14000 W Cleveland AveNew Berlin, WI 53151"
Pineapple Cafe & Mexican Grill,(414) 304-5756,"7864 S Howell AveOak Creek, WI 53154"
Ferchs,(414) 215-7950,"100 Hawthorne AveSouth Milwaukee, WI 53172"
The Hale House,(414) 377-9392,"10539 W Forest Home AveHales Corners, WI 53130"
Wasabi Japanese Restaurant,(262) 780-0011,"15455 W Bluemound Rd Ste 290Brookfield, WI 53005"
Pho Ever,(414) 367-2983,"5740 S 108th StHales Corners, WI 53130"
Billy Sims BBQ,(414) 235-8213,"7358 W Rawson AveFranklin, WI 53132"
Nori Japan,(262) 780-6388,"95 N Moorland Rd Ste FC1Brookfield, WI 53005"
Villa Fresh Italian Kitchen,(262) 786-8998,"95 N Moorland RdBrookfield, WI 53005"
Point After Pub & Grille,(414) 425-0822,"7101 S 76th StFranklin, WI 53132"
Dog Haus,(414) 285-4840,"7055 S Ballpark DrFranklin, WI 53132"
Honey Butter Cafe,(414) 367-2037,"7221 S 76th StFranklin, WI 53132"
Lovers Lane Sushi and Seafood Buffet,(414) 235-9445,"6514 S Lovers Lane Rd  Garden PlazaFranklin, WI 53132"
Dickey's Barbecue Pit,(262) 649-7043,"15175 W. National Ave.New Berlin, WI 53151"
Pho L'amour Cafe,(262) 202-8018,"16960 W Greenfield AveBrookfield, WI 53005"
Lagniappe Brasserie,(262) 782-7530,"17001 W Greenfield AveNew Berlin, WI 53151"
HomeTown Buffet,(262) 797-9311,"17160 W North Ave Ste 200Brookfield, WI 53005"
Honey Berry Pancakes And Cafe,(262) 333-0333,"17915 W Bluemound RdBrookfield, WI 53045"
Panda Restaurants,(262) 641-9187,"18190 W Bluemound RdBrookfield, WI 53045"
Mission BBQ,(262) 649-5972,"18340 W Bluemound RdBrookfield, WI 53045"
Honey Berry Pancakes + Cafe,(414) 800-0333,"2878 S. 100 8th StWest Allis, WI 53045"
Crossroads II Pizza & Subs,(414) 525-9922,"11357 W Saint Martins RdFranklin, WI 53132"
San Fong,(414) 571-6481,"2901 S Chicago AveSouth Milwaukee, WI 53172"
Fleming's Prime Steakhouse,(262) 782-9463,"15665 W Bluemound RdBrookfield, WI 53005"
Mr. B's - A Bartolotta Steakhouse - Brookfield,(262) 790-7005,"18380 W Capitol DrBrookfield, WI 53045"
Applebee's,(262) 780-0693,"15505 W Rock Ridge RdNew Berlin, WI 53151"
Noodles & Company,(262) 782-4600,"15630 W National AveNew Berlin, WI 53151"
China Chef,(414) 764-1966,"1224 Milwaukee AveSouth Milwaukee, WI 53172"
Toscana Italian Ristorante,(414) 304-1333,"8405 S 27th StFranklin, WI 53132"
Barbiere's Italian Inn (South Milwaukee),(414) 764-1234,"1021 Milwaukee AveSouth Milwaukee, WI 53172"
The Original Pancake House,(262) 797-0800,"16460 W Bluemound RdBrookfield, WI 53005"
Rocky Rococo Pizza & Pasta,(262) 782-1100,"95 N Moorland RdBrookfield, WI 53005"
Emperor's Kitchen,(262) 784-1617,"18900 W Bluemound RdBrookfield, WI 53045"
Stir Crazy,(262) 786-3100,"15795 W Bluemound RdBrookfield, WI 53005"
Sunrise Restaurant,(414) 764-5230,"2418 10th AveSouth Milwaukee, WI 53172"
Ann's Italian Restaurant,(414) 425-5040,"5969 S 108th PlHales Corners, WI 53130"
Wasabi Sushi Lounge,(262) 780-0011,"15455 W Bluemound RdBrookfield, WI 53005"
Asian Garden,(414) 425-8188,"7720 S Lovers Lane RdFranklin, WI 53132"
Bakers Square,(262) 784-8912,"15300 W Bluemound RdElm Grove, WI 53122"
Chili's Grill & Bar,(262) 792-9790,"17915 W Bluemound RdBrookfield, WI 53045"
Maxwell's Restaurant,(262) 784-9770,"1005 S Moorland RdBrookfield, WI 53005"
Great Wall Restaurant,(262) 783-1988,"3930 N Brookfield RdBrookfield, WI 53045"
Panera Bread,(262) 641-0550,"15040 W Greenfield AveBrookfield, WI 53005"
Panera Bread,(262) 641-9999,"2095 N Calhoun RdBrookfield, WI 53005"
Golden Chicken,(414) 764-4595,"7828 S Howell AveOak Creek, WI 53154"
Big Tuna,(262) 785-8988,"3624 S Moorland RdNew Berlin, WI 53151"
Buffalo Wild Wings,(262) 641-8956,"16750 W Bluemound RdBrookfield, WI 53005"
Fuddruckers,(262) 784-3833,"16065 W Bluemound RdBrookfield, WI 53005"
Green Tea Garden,(414) 427-7200,"7236 S 76th StFranklin, WI 53132"
George Webb Restaurant,(262) 827-4007,"3636 S Moorland RdNew Berlin, WI 53151"
George Webb Corporation,(414) 529-0286,"5110 S 108th StHales Corners, WI 53130"
Gus' Mexican Cantina,(414) 425-4499,"6514 S Lovers Lane RdFranklin, WI 53132"
Azteca Restaurant MKE,(414) 766-0450,"901 Milwaukee AveSouth Milwaukee, WI 53172"
Red Robin Gourmet Burgers,(262) 641-2313,"95 N Moorland RdBrookfield, WI 53005"
Noodles & Company,(262) 780-1500,"17000 W Bluemound RdBrookfield, WI 53005"
Chuck E. Cheese's,(262) 785-1400,"19125 W Bluemound RdBrookfield, WI 53045"
Brookfield Family Restaurant,(262) 792-1180,"18000 W Bluemound RdBrookfield, WI 53045"
Marty's Pizza Pasta & Subs,(262) 782-5830,"16680 W Bluemound RdBrookfield, WI 53005"
Rocky Rococo Pizza & Pasta,(262) 786-7000,"15455 W Howard AveNew Berlin, WI 53151"
George Webb,(262) 797-9882,"14005 W Greenfield AveNew Berlin, WI 53151"
George Webb Restaurant,(414) 425-2664,"7105 S 76th StFranklin, WI 53132"
Buffalo Wild Wings,(262) 432-0100,"15306 W Beloit RdNew Berlin, WI 53151"
Olive Garden Italian Restaurant,(262) 821-0300,"18180 W Bluemound RdBrookfield, WI 53045"
Boneyard Pub & Grille,(262) 820-0800,"N64w23180 Main StSussex, WI 53089"
Schwefel's Restaurant,(262) 567-6777,"N58 W39877 Hwy 16Oconomowoc, WI 53066"
Dunkin',(414) 384-8532,"2068 Miller Park WayWest Milwaukee, WI 53219"
MOD Pizza,(414) 509-8350,"4151 N Oakland AveShorewood, WI 53211"
Signature Sweets,(414) 539-3181,"3801 N Oakland AveShorewood, WI 53211"
Starbucks Coffee,(414) 203-0106,"1501 Miller Park WayWest Milwaukee, WI 53214"
It's Just Wings,(469) 325-3256,"1601 Miller Park WayWest Milwaukee, WI 53214"
Taqueria Orenda,(414) 688-7735,"2101 Miller Park WayWest Milwaukee, WI 53219"
Taco 2'sday,(414) 988-2880,"2149 Miller Park WayWest Milwaukee, WI 53219"
HIYA Taco,(414) 909-0907,"4144 N Oakland AveShorewood, WI 53211"
Lala's Place,(414) 744-4417,"3470 E Layton AveCudahy, WI 53110"
Papa Johns Pizza,(414) 476-7272,"7520 W Greenfield AveWest Allis, WI 53214"
Griddlers Cafe,(414) 727-7722,"10706 W Greenfield AveWest Allis, WI 53214"
Mexic 103 Mexican Restaurant,(414) 231-9101,"3506 E Layton AveCudahy, WI 53110"
Mezcalero Restaurant and bar,(414) 897-8296,"6869 W Foresthome AveGreenfield, WI 53220"
Dunkin',(414) 321-8268,"2865 S 108th StWest Allis, WI 53227"
Moment Restaurant,(812) 280-1103,"6810 W State StWauwatosa, WI 53213"
Toppers Pizza,(414) 257-4002,"6810 W State StWauwatosa, WI 53213"
Taqueria La Vecindad,(414) 249-9135,"1625 S 63rd StWest Allis, WI 53214"
Moment Restaurant,(812) 280-1103,"6512 W Greenfield AveWest Allis, WI 53214"
Crafty Cow - Burgers & Fried Chicken,(414) 897-7453,"6519 W North AveWauwatosa, WI 53213"
Al Pastor,(414) 885-0756,"6533 W Mitchell StWest Allis, WI 53214"
MOD Pizza,(414) 257-2577,"7470 W State StWauwatosa, WI 53213"
Moment Restaurant,(812) 280-1103,"5333 N Port Washington RdGlendale, WI 53217"
BD's Mongolian Grill,(414) 906-0300,"598 W Northshore DrGlendale, WI 53217"
Blaze Pizza,(414) 240-3505,"5734 N Bayshore DrGlendale, WI 53217"
Caribou Coffee,(414) 252-0086,"4777 S 27th StGreenfield, WI 53221"
Moment Restaurant,(812) 280-1103,"9124 W Lincoln AveWest Allis, WI 53227"
Sheridan's,(414) 747-9810,"5133 S Lake DrCudahy, WI 53110"
Dunkin',(414) 979-5318,"7575 W Cold Spring RdGreenfield, WI 53220"
Caribou Coffee,(414) 316-9019,"11111 W Greenfield AveWest Allis, WI 53214"
Stone Creek Coffee,(414) 228-8699,"6969 N Port Washington RdGlendale, WI 53217"
Tropical Smoothie Cafe,(414) 206-4674,"6969 N Port Washington Rd Ste 110BGlendale, WI 53217"
The Meltdown,(414) 771-7215,"11155 W North AveWauwatosa, WI 53226"
Urban Beets Cafe & Juicery,(414) 763-7034,"3077 N Mayfair RdWauwatosa, WI 53222"
Fox Point - Lou Malnati's,(414) 446-3500,"8799 N Port Washington Road 8799 N Port Washington RoadFox Point, WI 53217"
Taqueria El Jefe,(414) 837-6295,"11200 W Burleigh StWauwatosa, WI 53222"
Tropical Smoothie Cafe,(414) 488-8465,"3007 S 108th StWest Allis, WI 53227"
Dunkin',(224) 471-4816,"6250 S Packard AveCudahy, WI 53110"
Portillo's Greenfield,(414) 877-5400,"8705 W Sura LnGreenfield, WI 53228"
MOD Pizza,(262) 330-0028,"8833 W Sura LnGreenfield, WI 53228"
South Milwaukee Cafe,(414) 301-4004,"211 N Chicago AveSouth Milwaukee, WI 53172"
Tropical Smoothie Cafe,(414) 235-3792,"5211 S 76th StGreendale, WI 53129"
Mindpool Live,(414) 223-2677,"3550 S Iowa AveSaint Francis, WI 53235"
Crooked Crow,(414) 763-2511,"1309 S 60th StWest Allis, WI 53214"
Albor Restaurant Group,(414) 258-1607,"1361 S 60th StWest Allis, WI 53214"
La Costena Cafe,(414) 837-6685,"5823 W Burnham StWest Allis, WI 53219"
Taqueria y chimichangas Ashley,(414) 522-4472,"5330 W Lincoln AveWest Allis, WI 53219"
Antigua Latin Inspired Kitchen,(414) 321-5775,"6207 W National AveWest Milwaukee, WI 53214"
La Finca Coffeehouse,(414) 394-0722,"3558 E Sivyer AveSaint Francis, WI 53235"
Tosa Bowl and Bun,(414) 210-2834,"7212 W North AveWauwatosa, WI 53213"
Anna Bart Ltd,(414) 771-7910,"7616 W State StWauwatosa, WI 53213"
Restaurant of Brookfield Inc,(414) 771-3100,"7613 W State StWauwatosa, WI 53213"
Braun's Power House,(414) 455-8700,"7100 W National AveWest Allis, WI 53214"
Aloha Poke Co.,(414) 231-3138,"1417 N Wauwatosa AveWauwatosa, WI 53213"
Roaring Forks,(414) 258-0900,"1417 N Wauwatosa AveWauwatosa, WI 53213"
Wild Roots,(414) 231-9081,"6807 W Becher Street West Allis   Wi  68th And BecherWest Allis, WI 53219"
Red JJ Fish & Chicken Inc,(414) 231-3311,"6821 W Lincoln AveWest Allis, WI 53219"
Wisconsin Restaurant Supply,(414) 778-2290,"6237 W Natl AvWest Allis, WI 53214"
Soule Catering,(414) 622-0829,"4550 S Brust AveSaint Francis, WI 53235"
Fat Dan's Pizza & Sandwiches,(414) 483-3287,"4241 S Packard AveSaint Francis, WI 53235"
La Chinampa,(414) 231-9581,"5442 W Forest Home AveGreenfield, WI 53220"
Michelle Senour,(414) 510-2985,"412 E Silver Spring DrWhitefish Bay, WI 53217"
Starbucks Coffee,(414) 332-8628,"302 E Silver Spring DrWhitefish Bay, WI 53217"
Erik of Norway,(414) 964-9878,"204 W Silver Spring DrGlendale, WI 53217"
Roaring Forks,(414) 258-0900,"1417 N Wauwatosa AveWauwatosa, WI 53213"
Wild Roots,(414) 231-9081,"6807 W Becher Street West Allis   Wi  68th And BecherWest Allis, WI 53219"
Red JJ Fish & Chicken Inc,(414) 231-3311,"6821 W Lincoln AveWest Allis, WI 53219"
Wisconsin Restaurant Supply,(414) 778-2290,"6237 W Natl AvWest Allis, WI 53214"
Soule Catering,(414) 622-0829,"4550 S Brust AveSaint Francis, WI 53235"
Fat Dan's Pizza & Sandwiches,(414) 483-3287,"4241 S Packard AveSaint Francis, WI 53235"
La Chinampa,(414) 231-9581,"5442 W Forest Home AveGreenfield, WI 53220"
Michelle Senour,(414) 510-2985,"412 E Silver Spring DrWhitefish Bay, WI 53217"
Starbucks Coffee,(414) 332-8628,"302 E Silver Spring DrWhitefish Bay, WI 53217"
Erik of Norway,(414) 964-9878,"204 W Silver Spring DrGlendale, WI 53217"
Neighborhood Bar,(414) 249-5006,"4607 S Whitnall AveSaint Francis, WI 53235"
Peet's Coffee & Tea,(414) 769-8801,"4698 S Whitnall AveSaint Francis, WI 53235"
La Coppa,(414) 810-1076,"5675 N Bayshore DrGlendale, WI 53217"
Wrestling Taco,(414) 763-4196,"1606 S 84th StWest Allis, WI 53214"
Freshfin Pok,(414) 763-5748,"5734 N Bayshore DrGlendale, WI 53217"
River Left,(414) 302-0780,"8700 Jackson Park BlvdWauwatosa, WI 53226"
Samano's,(414) 481-3664,"3431 E Plankinton AveCudahy, WI 53110"
La Crema,(414) 312-8893,"3431 E Plankinton AveCudahy, WI 53110"
Seven Sisters Cafe,(414) 337-7777,"999 N 92nd StWauwatosa, WI 53226"
Cudahy Family Restaurant,(414) 489-9806,"3472 E Layton AveCudahy, WI 53110"
Charleston Coffee Co.,(414) 788-2911,"3465 E Layton AveCudahy, WI 53110"
Midtown Grill,(414) 837-6400,"8913 W North AveWauwatosa, WI 53226"
Cudahy's Pancake House,(414) 509-5048,"4753 S Packard AveCudahy, WI 53110"
Filis Cafe,(414) 585-9576,"5018 S Packard AveCudahy, WI 53110"
NiNi's Pizzeria,(414) 604-2680,"6131 W Cold Spring RdGreenfield, WI 53220"
Tribe Bar & Grill,(414) 509-8328,"5132 S Packard AveCudahy, WI 53110"
Chilinn,(414) 481-3664,"5152 S Packard AveCudahy, WI 53110"
Ally's Powerhouse Cafe,(414) 441-0371,"10460 W Innovation DrWauwatosa, WI 53226"
Pizza Petes,(414) 488-8009,"2914 E Grange AveCudahy, WI 53110"
Walt's Sandwich Place,(414) 763-4378,"10600 W Bluemound RdWauwatosa, WI 53226"
Mke Charcuterie,(920) 905-3752,"10600 W Bluemound RdWauwatosa, WI 53226"
East Side Ovens,(414) 369-1249,"5430 S Packard AveCudahy, WI 53110"
Cuppa Tosa,(262) 770-3187,"418 N Mayfair RdWauwatosa, WI 53226"
Pho Saigon Noodle Grill,(414) 828-9698,"10534 W Greenfield AveWest Allis, WI 53214"
Taj Palace Wisconsin,(414) 231-3647,"3665 E Grange AveCudahy, WI 53110"
The Burger Joint,(414) 321-4400,"4260 S 76th StGreenfield, WI 53220"
Nashville Hot Sammies,(414) 321-4400,"4260 S 76th StGreenfield, WI 53220"
Zagels Pizza Bagels,(414) 321-4400,"4260 S 76th StGreenfield, WI 53220"
Sal & Sons Subs and Sandwiches,(414) 321-4400,"4260 S 76th StGreenfield, WI 53220"
Starbucks Coffee,(262) 825-8152,"6815 N Port Washington RdGlendale, WI 53217"
Rosati's Sit Down,(414) 228-8585,"6900 N Santa Monica BlvdFox Point, WI 53217"
M & S Milwaukie,(414) 258-5280,"2550 N Mayfair RdWauwatosa, WI 53226"
Bulldog Ale House,(414) 800-0333,"2878 S. 100 8th StreetWest Allis, WI 53227"
Gao Chen Inc,(414) 744-5560,"5765 S Packard AveCudahy, WI 53110"
Starbucks Coffee,(414) 259-0867,"2751 N Mayfair RdWauwatosa, WI 53222"
Pizza Studio,(414) 797-4663,"6969 N Port Washington Rd  Glendale MarketGlendale, WI 53217"
The Burger Den,(414) 771-7215,"11155 W North AveWauwatosa, WI 53226"
Peet's Coffee & Tea,(414) 744-8883,"5851 S Packard AveCudahy, WI 53110"
Crab Du Jour Cajun Seafood Restaurant & Bar,(414) 667-2722,"4638 S 76th StGreenfield, WI 53220"
Pizza Hut Express,(414) 545-8000,"2600 S 108th StWest Allis, WI 53227"
Mochinut,(414) 210-2379,"N 5735 N Bayshore DrGlendale, WI 53217"
Pasqually's Pizza & Wings,(414) 546-3600,"2990 S 108th StWest Allis, WI 53227"
Crafty Crab Wauwatosa,(414) 312-8291,"11340 W Burleigh StWauwatosa, WI 53222"
Drift Wood Inn,(414) 425-0617,"8300 W Forest Home AveGreenfield, WI 53220"
Cafe Zupas,(414) 209-1558,"8775 W Sura Ln Ste 108Greenfield, WI 53228"
"Grate Pizza, Mac, & More",(414) 239-6025,"8871 W Sura LnGreenfield, WI 53228"
Peet's Coffee & Tea,(414) 761-1240,"6462 S 27th StOak Creek, WI 53154"
Starbucks Coffee,(414) 268-6304,"5199 S 76th StGreendale, WI 53129"
Jake's Deli,(414) 423-6750,"5300 S 76th StGreendale, WI 53129"
Burritos on 76th,(414) 855-0045,"5300 S 76th StGreendale, WI 53129"
Fiyah Side,(414) 509-5579,Serving theMilwaukee Area
Griddlers Cafe,(414) 545-6565,"4160 W Loomis RdGreenfield, WI 53221"
Dunkin',(414) 284-7608,"106 W Silver Spring Dr Ste AWhitefish Bay, WI 53217"
Samano Inc,(414) 481-3664,"3431 E Plankinton AveCudahy, WI 53110"
Bruegger's Bagels,(414) 443-1303,"8340 W Bluemound RdWauwatosa, WI 53213"
Bruegger's Bagels,(414) 964-4600,"601 E Silver Spring DrWhitefish Bay, WI 53217"
Gordies,(414) 481-7742,"2000 E Cora AveSaint Francis, WI 53235"
Starbucks Coffee,(414) 302-1131,"1500 S 108th StWest Allis, WI 53214"
Papa Murphy's | Take 'N' Bake Pizza,(414) 476-7200,"7630 W Bluemound RdWauwatosa, WI 53213"
Papa Johns Pizza,(414) 258-7272,"11504 W North AveWauwatosa, WI 53226"
Fixx Coffee Shop,(414) 482-0919,"3558 E Sivyer AveSaint Francis, WI 53235"
Frank DE Rango's Pizzeria,(414) 483-3000,"4241 S Packard AveSaint Francis, WI 53235"
Papa Murphy's | Take 'N' Bake Pizza,(414) 481-7272,"4698 S Whitnall AveSt Francis, WI 53235"
Goldcoast Subs,(414) 817-1911,"4263 W Layton AveGreenfield, WI 53221"
Rocky Rococo Pizza,(414) 421-5504,"5300 S 76th StGreendale, WI 53129"
Krispy Kreme,(414) 604-1234,"2900 S 108th StWest Allis, WI 53227"
Panera Bread,(414) 962-4775,"5595 N Port Washington RdGlendale, WI 53217"
Pietro's Pizza,(414) 483-0650,Serving theMilwaukee Area
Ricardo's Pizza,(414) 421-1980,"5627 Broad StGreendale, WI 53129"
Mozzaluna Pizzeria,(262) 373-9812,"17700 W Capitol DrBrookfield, WI 53045"
Louise's,(262) 784-4275,"275 Regency CtBrookfield, WI 53045"
Pantheon Inc,(414) 427-1206,"7621 W Rawson AveFranklin, WI 53132"
Nona's Cafe,(414) 304-5170,"2206 10th AveSouth Milwaukee, WI 53172"
